Name,Address,Contact
Le Petit Chaperon Rouge - Gainsborough,250 Gainsborough Rd (Coxwell / Gerrard)Ward: Beaches-East York,"Phone:Hayat Lamouri, 416-465-2582"
Le Petit Chaperon Rouge - Jones,343 Jones Ave (Jones & Gerrard E)Ward: Toronto-Danforth,"Phone:Saliha Mtoui, 416-465-2227"
Le Petit Chaperon Rouge Milverton,700 Milverton Blvd (Woodbine Ave/Danforth Ave)Ward: Beaches-East York,"Phone:Nadia Daoust, 647-795-3943"
Le Petit Chaperon Rouge - Queensdale,80 Queensdale Ave (Monarch Park / Sammon)Ward: Toronto-Danforth,"Phone:Aziza El Mountaqi, 416-463-3975"
Le Petit Chaperon Rouge - Richview,59 Clement Rd (Martin Grove/Eglinton West)Ward: Etobicoke Centre,"Phone:Annie M., 416-240-9559"
Le Petit Chaperon Rouge - Scarborough,29 Meadowvale RdWard: Scarborough-Rouge Park,"Phone:Jamila Ait Abbou, 647-269-4833"
Leroux Froebel Bilingual School,72 Main St (Main / Kingston Rd.)Ward: Beaches-East York,"Phone:April Zagala, 416-698-1923"
Les Bouts D'Choux,98 Essex St (Bloor/Christie)Ward: University-Rosedale,"Phone:Julie Meta Kadiamba, 416-960-9929"
Lescon Learners Child Care,34 Lescon Rd (Leslie / Sheppard)Ward: Don Valley North,"Phone:Jaana Kitchen, 416-499-7325"
Les Etoiles Brillantes 2,100 Ravel RdWard: Don Valley North,"Phone:Deborah Yala, 647-285-2099"
Les Etoiles Brillantes - Garderie,85 Forty First St (Lakeshore Rd W /Forty First St)Ward: Etobicoke-Lakeshore,"Phone:Caroline Lili Nanda Tientcheu, 416-855-2044"
Les Merveilles Du Monde,150 Carnforth Rd (Victoria Park /Lawrence E)Ward: Don Valley East,"Phone:Mariama Barry, 647-428-0084"
Liberty Preparatory School Inc.,181 Carlaw Ave (Queen/Carlaw)Ward: Toronto-Danforth,"Phone:Leslie Shuber, 416-461-3216"
Liberty Prep Parliament,162 Parliament StWard: Toronto Centre,"Phone:Laura McDougall, 416-603-0341"
Life-Bridge Child Care,330 University Ave (Queen / University)Ward: Spadina-Fort York,"Phone:Lucy Ngo, 416-552-6323"
"Lillian Public School, Extended Day Program",1059 Lillian St (Yonge / Steeles)Ward: Willowdale,Phone:416-394-2072 oremail:edp@tdsb.on.ca
Lily's House Inc.,1032 Coxwell Ave (Coxwell / O'Connor)Ward: Toronto-Danforth,"Phone:Lilian Benvenutto, 416-423-8580"
Little Acorns Montessori School,40 Underhill Dr (Lawrence Ave. E. / Dvp)Ward: Don Valley East,"Phone:Cathie Mahoney, 416-725-6459"
Little Angels Childcare Learning Centre,1695 Dufferin St (Dufferin St./St. Clair West)Ward: Davenport,"Phone:Vesna Ostojic, 416-652-1868"
Little Bugs Nursery Corporation,1448 Kingston RdWard: Scarborough Southwest,"Phone:Jennifer Naraine, 416-565-1109"
Little Footsteps Childcare Inc.,404 Willard AveWard: Parkdale-High Park,"Phone:Lisa Todorovic, 416-604-0330"
Little Giants,"38 Forest Manor Rd ,A (Don Mills Rd./ Sheppard Ave E)Ward: Don Valley North","Phone:Blessy Simbulan, 416-908-3061"
Little Giants Childcare Centre Inc.,"50 Forest Manor Rd ,Unit 3-6 (Don Mills Rd & Sheppard Ave E)Ward: Don Valley North","Phone:Doris Z Kong, 416-668-1067"
Little Learners Academy Inc.,268 Jane St (Jane St. / Annette St.)Ward: Parkdale-High Park,"Phone:Salima Rawjee, 416-551-7114"
Little Tots' Manor,211 Belsize Dr (Davisville / Mt. Pleasant)Ward: Don Valley West,"Phone:Delene Spragge, 416-485-5515"
Little Tots' Manor 2,376 Balliol St (Mt. Pleasant / Davisville)Ward: Don Valley West,"Phone:Delene Spragge, 416-485-5515"
Little Town Childcare And Montessori,122 Queens Plate DrWard: Etobicoke North,"Phone:Patricia Laforteza, 416-668-2770"
Lord Dufferin Community Day Care Centre,350 Parliament St (Gerrard / Parliament)Ward: Toronto Centre,"Phone:Andrea Szollos, 416-960-8604"
Lori Gardens Centre For Early Learning,2405 Finch Ave W (Finch / Weston)Ward: Humber River-Black Creek,"Phone:Kanika Dunn, 416-743-1222 ext 221"
Lucy Maud Montgomery Jr YMCA,95 Murison Blvd (Sheppard / Neilson)Ward: Scarborough-Rouge Park,"Phone:Melissa Aniff, 416-287-7925"
Lullaboo Childcare Center (College),860 College St (College / Ossington Ave)Ward: Davenport,"Phone:Shirley Yin, 905-780-3078"
Lullaboo Nursery And Childcare Center,2316 Queen St E (Queen St. E/ Kingswood Rd.)Ward: Beaches-East York,"Phone:Nermeen Yousef, 416-849-2977"
Lullaboo Nursery And Childcare Center - Avenue Campus,1133 Avenue Rd (Castlefield / Avenue Road)Ward: Eglinton-Lawrence,"Phone:Katie Chi, 416-874-6163"
Lullaboo Nursery And Childcare Center - Bedford Campus,11 Bedford Park Ave (Yonge / Lawrence)Ward: Eglinton-Lawrence,"Phone:Vasundhra Bakshi, 416-544-1039"
Lycee Francais De Toronto,2327 Dufferin St (Dufferin / Eglinton W.)Ward: Toronto-St. Paul's,"Phone:Barbara Martin, 416-258-2121"
Lynngate Jr YMCA,129 Cass Ave (Warden / Sheppard)Ward: Scarborough-Agincourt,"Phone:Nelisha Karmali, 416-293-3020"
Lynnwood Heights Junior Public School,50 Southlawn DrWard: Scarborough-Agincourt,"Phone:Naseem Sahar, 416-299-1405"
Macaulay Centres For Children - St. Jane Frances,2747 Jane St (Jane St/ Sheppard Ave W)Ward: Humber River-Black Creek,"Phone:Sabrina Rodriguez, 647-777-4242"
Macaulay - Dovercourt Child Care Centre,228 Bartlett Ave (Dupont St / Dufferinst)Ward: Davenport,"Phone:Jessica Mui, 416-516-8367"
Macaulay - Fh Miller Child Care Centre,300 Caledonia Rd (Caledonia And Rogers Rd)Ward: Davenport,"Phone:Leah Liang, 416-546-1090"
Macaulay - George Syme Child Care Centre,69 Pritchard AveWard: York South-Weston,"Phone:Melissa Howitt, 416-572-1030"
Macaulay - Hj Alexander Child Care Centre,30 King StWard: York South-Weston,"Phone:Mary Acheampongmaa, 416-572-1028"
Macaulay - Humberwood Child Care Centre,850 Humberwood Blvd (Hwy. 427 / Rexdale)Ward: Etobicoke North,"Phone:Denise Domise, 416-394-4766"
Macaulay - Jane Street Child Care Centre,610 Jane St (St. Clair W. / Jane)Ward: Parkdale-High Park,"Phone:Christine Ramondino, 416-769-8021"
Macaulay - Keelesdale Child Care Centre,"200 Bicknell Ave ,Lower Level (Eglinton W. / Keele)Ward: York South-Weston","Phone:Dagmar Grasser, 416-394-4222"
Macaulay - Marlee Child Care Centre,145 Marlee Ave (Lawrence Ave W / Marlee Ave)Ward: Eglinton-Lawrence,"Phone:Andrea Barrios, 416-546-8931"
Macaulay - Mountview Child Care Centre,569 Jane St (Jane & Dundas)Ward: Parkdale-High Park,"Phone:Katherine Malana, 416-780-2720"
Macaulay - Pelmo Park Child Care Centre,180 Gary DrWard: York South-Weston,"Phone:Laura Chiofalo, 416-572-1027"
Macaulay - St. Andre Child Care Centre,36 Yvonne Ave (Jane St & Wilson Ave)Ward: Humber River-Black Creek,"Phone:Aanuoluwapo Adeduji, 416-312-5044"
Macaulay - St. John The Evangelist Child Care Centre,23 George St (Lawrence Ave And Weston Rd)Ward: York South-Weston,"Phone:Nozomi Kuribayashi, 416-303-8422"
Macaulay - St. Jude Child Care Centre,3251 Weston RdWard: Humber River-Black Creek,"Phone:Tianna Robinson, 416-789-4652"
Macaulay - St.Nicholas Of Bari Child Care Centre,363 Rogers RdWard: Davenport,"Phone:Leah Liang, 416-546-1090"
Macaulay - St. Paul VI,270 Laughton Ave (St Clair Ave W/ Weston Rd)Ward: Davenport,"Phone:Elise Sullivan, 416-572-1031"
Macaulay - St. Thomas Aquinas Child Care Centre,636 Glenholme AveWard: Toronto-St. Paul's,"Phone:Sherifa Douglas, 647-777-4243"
Macaulay - Stanley Child Care Centre,75 Stanley RdWard: Humber River-Black Creek,"Phone:Esther Kwapong, 416-780-2726"
Macaulay - The Well,"486 Front St W ,21 (Front St W / Spadina)Ward: Spadina-Fort York","Phone:Allison McMillan, 416-789-7446"
Macaulay - Tippett Child Care Centre,"Every Child Belongs Resource Consultation Staff, Anne Fernando, 647-403-7173, is available to help this centre and the family when a child has anextra supportneed.","Phone:Kelly Ton, 416-780-2729"
Macaulay - Valleyfield Child Care Centre,35 Saskatoon DrWard: Etobicoke Centre,"Phone:Evelyn Viriato, 416-572-1029"
Macaulay - Warren Park Child Care Centre,135 Varsity Rd (Varsity / Dundas W.)Ward: Parkdale-High Park,"Phone:Taylor Peart, 416-769-1253"
Mackie Sunshine Childcare Inc. - St. Denis Sunshine,67 Balsam Ave (Victoria Park / Queen St. E.)Ward: Beaches-East York,"Phone:Ciera Deneault, 416-434-9146"
Mackie Sunshine Child Care Inc.St. Joseph's Sunshine,176 Leslie St (Dundas / Leslie)Ward: Toronto-Danforth,"Phone:Laurel Costa, 416-469-2866"
Main Square Day Care Centre,"265 Main St ,Bldg C (Main / Danforth)Ward: Beaches-East York","Phone:June Hall, 416-691-3909"
Malvern Early Learning & Child Care Centre,1321 Neilson Rd (Sewells / Neilson)Ward: Scarborough-Rouge Park,"Phone:Theresa Persaud, 416-392-3766"
Mandi Day Care,30 Barrhead Cres (Kipling / Rexdale Blvd.)Ward: Etobicoke North,"Phone:Romona Singh, 416-749-8110"
Manor Montessori School,"Toronto Children's Services Consultant, Kimberley Pawluck, 416-338-0991, is the City contact for this centre.Every Child Belongs Resource Consultation Staff, Stephanie Hennaoui, 416-392-3464, is available to help this centre and the family when a child has anextra supportneed.To contact the child care centre directly, please call the child care contact listed at the top of this page.","Phone:Dana Stewart, 416-488-4218"
Manor Montessori School 3,909 Mount Pleasant Rd (Mount Pleasant Road / Broadway)Ward: Don Valley West,"Phone:Dana Stewart, 416-488-4218"
Manor Montessori School Inc - 14 De Savery Crescent,14 De Savery Cres (Davisville / Mt. Pleasant)Ward: Toronto-St. Paul's,"Phone:Dana Stewart, 416-488-4218"
Maplewood Before And After School Care,15 Cherrywood Ave (Vaughan / St. Clair)Ward: Toronto-St. Paul's,"Phone:Amrit Garcha, 416-654-2498"
Ma Premiere Ecole,2383 Queen St EWard: Beaches-East York,"Phone:Carole Mindjimba, 416-671-4367"
Marguerite Butt Early Learning & Child Care Centre,3197 Lake Shore Blvd W (Lake Shore Blvd W / Kipling)Ward: Etobicoke-Lakeshore,"Phone:Rosemary Mangiardi, 416-392-4652"
Maria Montessori School Young Children's Community,125 Brentcliffe RdWard: Don Valley West,"Phone:Alanah Dickson, 416-423-9123"
"Market Lane Junior And Senior Public School, Extended Day Program",246 The Esplanade (Front St E & Parliament)Ward: Toronto Centre,Phone:416-394-2072 oremail:edp@tdsb.on.ca
Martingrove Child Care Centre,"256 John Garland Blvd ,131 & 132 (Martingrove / John Garland)Ward: Etobicoke North","Phone:Diane Bisnauth, 416-742-1812"
Martin Luther Child Care - Lakeshore,2379 Lake Shore Blvd W (Lake Shore Blvd W/Superior Ave)Ward: Etobicoke-Lakeshore,"Phone:Cindy Crain, 416-259-2861"
Martin Luther Child Care - Superior,5 Superior Ave (Lake Shore Blvd W / Royal York)Ward: Etobicoke-Lakeshore,"Phone:Cindy Crain, 416-259-2861"
Maryvale Jr YMCA,1325 Pharmacy Ave (Pharmacy / Ellesmere)Ward: Scarborough Centre,"Phone:Rakhi Bhattacharya, 416-447-8115"
Mary Ward Child Care Centre,3200 Kennedy Rd (Kennedy / Steeles)Ward: Scarborough-Agincourt,"Phone:Julianne Torio, 416-297-9660"
Matthew-John Early Learning Centre,135 First Ave (Gerrard / Broadview)Ward: Toronto-Danforth,"Phone:Jolanta Sadocha, 416-466-8001"
Maurice Cody Child Care,364 Belsize Dr (Bayview / Millwood)Ward: Don Valley West,"Phone:Kimberly Stevenson, 416-484-4881"
McGregor Jr YMCA,555 Mortimer Ave (Coxwell / Mortimer)Ward: Toronto-Danforth,"Phone:Steffy Lappen, 647-439-9905"
McKee McKids Enrichment Centre,35 Church Ave (Yonge / Finch)Ward: Willowdale,"Phone:Heather Yeo, 416-222-1414"
McMurrich Co-Operative Playschool,115 Winona Dr (Winona / St. Clair W.)Ward: Toronto-St. Paul's,"Phone:Sona Mirzoyan, 416-738-9456"
McMurrich Sprouts,115 Winona Dr (St. Clair / Oakwood)Ward: Toronto-St. Paul's,"Phone:Brenda Evans, 416-656-7957"
McNicoll Avenue Child Care Program,155 McNicoll Ave (Don Mills / Finch)Ward: Don Valley North,"Phone:Lynn Lewis, 416-499-9743"
Meadowvale Daycare Centre,761 Meadowvale Rd (Meadowvale / Ellesmere)Ward: Scarborough-Rouge Park,"Phone:Gloria Kanhai, 416-281-4171"
Metro Hall Early Learning & Child Care Centre,"55 John St ,Station 1014 (John / King)Ward: Spadina-Fort York","Phone:Rommy Pizarro, 416-397-5171"
Midland Child Care Centre,4220 Midland Ave (Midland / Steeles)Ward: Scarborough-Agincourt,"Phone:Beth Ho, 416-291-4886"
Mighty Kids,14 Verral AveWard: Toronto-Danforth,"Phone:Francine Brown, 416-778-7575"
Miles Nadal Community Centre Nursery School,750 Spadina Ave (Bloor / Spadina)Ward: University-Rosedale,"Phone:Cheri Szereszewski, 416-924-6211 ext 6119"
Millvalley Child Care Centre,411 Mill Rd (Burnamthorpe / Mill Rd.)Ward: Etobicoke Centre,"Phone:Marlene Bali, 416-621-7553 ext 10"
Millwood Jr YMCA,222 Mill Rd (Mill Rd. / Bloor)Ward: Etobicoke Centre,"Phone:Aresema Belachew, 416-622-6331"
Miracle Montessori School Inc,"20 Upjohn Rd ,105 (York Mills Rd/ Don Mills Rd)Ward: Don Valley East","Phone:Ayisha Hassanali, 437-240-6881"
Momentum Montessori Regent Park Inc,237 Sackville StWard: Toronto Centre,"Phone:Patricia Rodrigues De Silva, 416-459-2235"
Monarch Manor,240 Manor Rd EWard: Don Valley West,"Phone:Rose An, 416-544-8686"
Monarch Park Montessori Inc.,201 Monarch Park Ave (Danforth Ave./ Greenwood)Ward: Toronto-Danforth,"Phone:Huma Esmail, 647-748-8822"
Mon Petit Univers,1578 Kingston Rd (Kingston / Warden)Ward: Scarborough Southwest,"Phone:Dafenid Frederic, 647-403-2327"
Montessori Education Centre,16 Thorncliffe Park Dr (Thorncliffe Park Dr/Overlea Bl)Ward: Don Valley West,"Phone:Imanti De Bellefeuille, 416-421-0007"
Montessori For Children (St. Clair)Inc,25 Alvin Ave (Yonge / St. Clair)Ward: Toronto-St. Paul's,"Phone:Tracey Fenster, 416-927-1958"
Montessori Jewish Day School Of Toronto,55 Yeomans Rd (Sheppard Ave. W. / Bathurst)Ward: York Centre,"Phone:Mitchel Small, 416-784-5071"
Montessori Start Inc,1195 Lawrence Ave W (Lawrence & Caledonia)Ward: Eglinton-Lawrence,"Phone:Rosa Marcellino, 416-901-9363"
Montessori Villa Wisdom Inc.,231 Milner AveWard: Scarborough North,"Phone:Ranjana Bedi-Deonarain, 647-876-5414"
Montrose Child Care Centre Inc.,301 Montrose Ave (Bloor W. / Christie)Ward: University-Rosedale,"Phone:Patricia Yan-Badilla, 416-532-6675"
Morningside Children's Centre,292 Morningside Ave (Morningside / Kingston Rd.)Ward: Scarborough-Guildwood,"Phone:Sobana Perapagaran, 416-282-9956"
Morrish Jr YMCA,61 Canmore Blvd (Ellesmere / Morrish Rd.)Ward: Scarborough-Rouge Park,"Phone:Marjorie Umali, 416-724-1925"
Moshava Ba'Ir Day Camp Of Toronto - Preschool,819 Sheppard Ave W (Wilmington Ave/Sheppard Ave W)Ward: York Centre,"Phone:Ariella Goldstein, 905-370-0448"
Mothercraft  Brookfield Place - 161 Bay Street,161 Bay StWard: Toronto Centre,"Phone:Kimberly Wint, 416-367-1758"
Mothercraft Midtown Ced,"44 Lillian St ,Unit 101Ward: Toronto-St. Paul's","Phone:Anita Chang, 416-362-0333"
Mothercraft Robertson House (32 Heath Street West),32 Heath St W (Yonge / St. Clair)Ward: Toronto-St. Paul's,"Phone:Sonia Ferreira, 416-920-3515 ext 5115"
Mothercraft  Toronto Eaton Centre,"Every Child Belongs Resource Consultation Staff, Anne Hoa, 416-979-5000, Ext. 2536, is available to help this centre and the family when a child has anextra supportneed.","Phone:Lalaine Tan, 416-340-9651"
Mother Of Compassion Child Care,40 Sewells Rd (Neilson / Sheppard)Ward: Scarborough-Rouge Park,"Phone:Kristen Laaniste, 416-724-1462"
Mount Carmel Day Care,2700 Jane St (Jane / Sheppard)Ward: Humber River-Black Creek,"Phone:Mary Daisy Kalarakil, 416-749-5545"
Mount Dennis Early Learning & Child Care Centre,1234 Weston Rd (Jane St. / Eglinton Ave W)Ward: York South-Weston,"Phone:Laura Henriques, 416-392-5686"
Mtt Davisville (10730041 Canada Inc),588 Mount Pleasant RdWard: Toronto-St. Paul's,"Phone:Monice Morenzie, 416-722-8311"
Munchkinz Preschool Inc. (2193117 Ontario Inc.),"This commercial, licensed child care,serves children 2 years 6 months to 4 years.It is located in Standalone Day Nursery.A child carefee subsidyis not available at this location.This location participates in theCanada-Wide Early Learning and Child Caresystem.","Phone:Allison Gowing, 416-252-0600"
Muppets Children's Centre 314,314 Main St (Main / Danforth)Ward: Beaches-East York,"Phone:Lama Abou-Merhi, 416-690-8668"
Muppets Children's Centre 316,316 Main St (Main / Danforth)Ward: Beaches-East York,"Phone:Abou-Merhi Lama, 416-694-7888"
Muppets Infant & Toddler Centre 312,312 Main St (Main / Danforth)Ward: Beaches-East York,"Phone:Sumaira Mala, 416-693-9879"
Muppets Preschool Centre (Victoria Village),88 Sweeney Dr (Victoria Pk. / Lawrence)Ward: Don Valley East,"Phone:Christa Deneault, 416-759-5159"
Muppets Too Preschool Centre,45 Cassandra Blvd (Lawrence / Underhill)Ward: Don Valley East,"Phone:Angela Blake, 416-449-3010"
My Little School,1492 Victoria Park Ave (Victoria Park / O'Connor)Ward: Don Valley East,"Phone:Vivian Aravantinos, 416-755-0305"
My School Co-Op Nursery School,116 Fermanagh Ave (Queen/Roncesvalles)Ward: Parkdale-High Park,"Phone:A.K. Bito, 416-516-2397"
N.Y.A.D. Cedar Drive,21 Gatesview Ave (Eglinton Ave. E / Markham Rd.)Ward: Scarborough-Guildwood,"Phone:Derek Yiu, 416-396-6123"
N.Y.A.D. Corvette,30 Corvette Ave (Kennedy / Eglinton)Ward: Scarborough Southwest,"Phone:Sandra Holvor-Calhoun, 416-266-4990"
N.Y.A.D. Donwood Inc,61 Dorcot Ave (Midland / Lawrence)Ward: Scarborough Centre,"Phone:Lorrie Weddell, 416-759-7648"
N.Y.A.D. Guildwood,225 Livingston Rd (Guildwood Pkwy /Livingston Rd.)Ward: Scarborough-Guildwood,"Phone:Laila Baksh, 416-261-6540"
N.Y.A.D. Mason Road,78 Mason Rd (Eglinton Ave. E. / Markham Rd.)Ward: Scarborough Southwest,"Phone:Traicy Thomsan, 416-881-7397"
N.Y.A.D. Midland,720 Midland Ave (Midland / Eglinton)Ward: Scarborough Southwest,"Phone:Shasta Lynn Chalmers, 416-264-8050"
N.Y.A.D Scarborough Village,15 Luella St (Markham / Eglinton)Ward: Scarborough-Guildwood,"Phone:Colleen Elmhirst, 416-261-4815"
Narmer Montessori School,41 Glendinning AveWard: Scarborough-Agincourt,"Phone:Dimiana Wasef, 647-618-6977"
Native Child & Family Life Centre - 156 Galloway,156 Galloway Rd (Kingston Rd. / Lawrence E.)Ward: Scarborough-Guildwood,"Phone:Paige Dalson, 437-925-5923"
Netivot Hatorah - South Campus,470 Glencairn Ave (Bathurst St & Lawrence Ave W)Ward: Eglinton-Lawrence,"Phone:Joyce Kadoch, 416-789-9958"
Network Bendale Acres Child Care Centre,2920 Lawrence Ave E (Lawrence Ave E & Brimley Rd)Ward: Scarborough Centre,"Phone:Yuk-Ying Chan, 416-530-0722 ext 4108"
Network - Child's Nest Early Years And Child Care Centre - 123 Cosburn,123 Cosburn Ave (Cosburn / Pape)Ward: Toronto-Danforth,"Phone:Leanne Lowes, 416-530-0722 ext 4077"
Network Child Care Services - Child's Nest Early Learning Centre,121 Cosburn Ave (Cosburn / Pape)Ward: Toronto-Danforth,"Phone:Amanda Fulton, 416-530-0722 ext 4070"
Network Child Care Services - Children's Gallery Child Care Centre,292 Dundas St WWard: University-Rosedale,nan
Network Child Care Services - Dane Avenue Child Care Centre,"Every Child Belongs Resource Consultation Staff, Sara Dennis, 416-700-2462, is available to help this centre and the family when a child has anextra supportneed.","Phone:Megan Samanica, 416-530-0722 ext 4044"
Network Childcare Services - Holy Cross,299A Donlands Ave (Donlands Ave / Cosburn Ave)Ward: Toronto-Danforth,"Phone:Danielle Morra, 416-885-3768"
Network Child Care Services - Just Kids Child Care Centre,1695 Keele St (Keele / Rogers)Ward: York South-Weston,"Phone:Barbara De Cicco, 416-530-0722 ext 4037"
Network Child Care Services - Liberty Village Child Care Centre,21 Western Battery Rd (King St / Strachan Ave)Ward: Spadina-Fort York,"Phone:Sylvia Taylor, 416-530-0722 ext 4211"
Network Child Care Services - Metamorphosis Child Care Centre,40 Donlands Ave (Donlands / Danforth)Ward: Toronto-Danforth,"Phone:Sally Pacheco, 416-530-0722 ext 4087"
Network Child Care Services - Ossington Avenue North,756 Ossington Ave (Bloor W. / Ossington)Ward: Davenport,"Phone:Marlene Armas, 416-530-0722 ext 4028"
Network Child Care Services - Ossington Avenue South,720 Ossington Ave (Ossington / Bloor W.)Ward: Davenport,"Phone:Jessica Calouro, 416-530-0722 ext 4032"
Network Child Care Services - St. Aidan Early Learning Centre,3521 Finch Ave E (Finch E. / Warden)Ward: Scarborough-Agincourt,"Phone:Stephanie C. Chung, 416-530-0722 ext 4092"
Network Child Care Services - St. Bartholomew Child Care Centre,51 Heather Rd (Brimley Rd/ Sheppard Ave E)Ward: Scarborough North,"Phone:Shuyuan Sharon Sun, 416-530-0722 ext 4123"
Network Child Care Services - St. Gabriel Lalemant,"This non-profit, licensed child care,serves children 1 year 6 months to 4 years.It is located in St. Gabriel Lalemant Catholic School.A child carefee subsidymay be available to help you with the cost of child care.This location participates in theCanada-Wide Early Learning and Child Caresystem.","Phone:Mariam Baroi, 416-530-0722 ext 4056"
Network Child Care Services - St. Maria Goretti,21 Kenmark Blvd (Eglinton Ave E / Kennedy Rd)Ward: Scarborough Southwest,"Phone:Nahida Akter, 416-206-8374"
Network Child Care Services - Wade Avenue Centre,544 Lansdowne Ave (Bloor / Lansdowne)Ward: Davenport,"Phone:Diane Palhinha, 416-530-0722 ext 4052"
Network - Lansing Child Care Centre,49 Bogert Ave (Sheppard Ave W / Yonge St)Ward: Willowdale,"Phone:Juvelyn Grospe, 416-530-0722 ext 4059"
New Toronto Nursery Co-Operative Inc,153 Lake Shore Dr (Lake Shore Blvd / Ninth Str)Ward: Etobicoke-Lakeshore,"Phone:Tristan Irish, 416-259-8776"
Norman Ingram School Age YMCA,50 Duncairn Rd (Lawrence / Don Mills)Ward: Don Valley East,"Phone:Nelisha Karmali, 416-293-3020"
Norseman Jr YMCA,80 Lothian Ave (Islington / Bloor W.)Ward: Etobicoke-Lakeshore,"Phone:Monica Buslon, 416-917-8900"
Norseman School Age Program (YMCA),105 Norseman St (Bloor / Islington)Ward: Etobicoke-Lakeshore,"Phone:Monica Buslon, 416-917-8900"
North Etobicoke Jr YMCA,88 Humber College Blvd (Hwy. 27 / Humber College)Ward: Etobicoke North,"Phone:Susan Clarke, 416-744-4265"
Northlea Community Child Care,305 Rumsey Rd (Eglinton / Rumsey Road)Ward: Don Valley West,"Phone:Leslie Schober, 416-424-2890"
Northview Advent Child Care,541 Finch Ave W (Finch W / Bathurst)Ward: York Centre,"Phone:Alexandra Liavas, 647-352-6221"
Northview Heights Early Learning Centre - North York,550 Finch Ave W (Bathurst / Finch)Ward: York Centre,"Phone:Georgeena Sarlat, 416-739-0987"
Northwest Childhood Learning Centre,"2978 Islington Ave ,103 (Steeles W. / Islington)Ward: Humber River-Black Creek","Phone:Morena Starcevic, 416-740-2888"
Northwood Montessori,1080 Finch Ave EWard: Don Valley North,"Phone:Gillian Edith Hagarty, 416-492-9495"
North Yonge Child Care,27 Melrose Ave (Yonge / Wilson)Ward: Eglinton-Lawrence,"Phone:Jessica Jackson, 416-481-8900"
North Yonge Child Care 2,25 Melrose Ave (Yonge / Wilson)Ward: Eglinton-Lawrence,"Phone:Jessica Jackson, 416-481-8900"
North York Jr YMCA,567 Sheppard Ave E (Bayview / Sheppard)Ward: Don Valley North,"Phone:Sham Dhanji, 416-225-7773 ext 440"
North York Little Prints Daycare,"20 York Mills Rd ,Unit 210 (York Mills / Yonge)Ward: Don Valley West","Phone:Oshida Honarbakhsh, 416-229-0572"
Norway School Age YMCA,390 Kingston Rd (Woodbine/Kingston Rd.)Ward: Beaches-East York,"Phone:Grace Martin, 647-439-9905"
Nsheemaehn Child Care Centre,"Every Child Belongs Resource Consultation Staff, Pansy Henry, 416-397-7946, is available to help this centre and the family when a child has anextra supportneed.","Phone:Joanne McKay, 416-287-7624"
O'Connor Early Learning & Child Care Centre,1386 Victoria Park Ave (Victoria Pk. / O'Connor)Ward: Beaches-East York,"Phone:Courtney Sarpong, 416-392-6545"
"O'Connor Public School, Extended Day Program",1665 O Connor Dr (Northline Road / Occonor Drive)Ward: Beaches-East York,Phone:416-394-2072 oremail:edp@tdsb.on.ca
O'Connor Satellite Early Learning & Child Care Centre,1665 O Connor Dr (Victoria Park / O'Connor)Ward: Beaches-East York,"Phone:Courtney Sarpong, 416-392-3980"
Oakridge Junior  Playcare,110 Byng AveWard: Scarborough Southwest,"Phone:Bridgette Rivaldo, 416-755-9215 ext 252"
Oakwood Children's House,115 Winona Dr (Oakwood / St. Clair)Ward: Toronto-St. Paul's,"Phone:Vicenta Tavares, 416-656-3831"
Odyssey Montessori School,256 Christie StWard: University-Rosedale,"Phone:Mary Tomazos, 416-533-9402"
Odyssey Montessori School Incorporated,136 Sorauren Ave (Roncesvalles / Queen St. W.)Ward: Parkdale-High Park,"Phone:Mary Tomazos, 416-533-9402"
Ogden Day Care Centre,33 Phoebe St (Queen / Spadina)Ward: Spadina-Fort York,"Phone:Rosemary Sinopoli, 416-593-0624"
Ola Day Care Inc.,2211 Dundas St W (Dundas St W & Bloor St)Ward: Parkdale-High Park,"Phone:Ane Spiroska, 647-351-6521"
Orchard Grove Nursery Inc,"Toronto Children's Services Consultant, Dhurata Beqo, 416-338-5894, is the City contact for this centre.Every Child Belongs Resource Consultation Staff, Brenda Escobar, 416-425-6220, Ext. 3126, is available to help this centre and the family when a child has anextra supportneed.To contact the child care centre directly, please call the child care contact listed at the top of this page.","Phone:Rachel Khan, 416-728-7224"
Orde Day Care Centre (Orde Street),18 Orde St (College / University)Ward: University-Rosedale,"Phone:Sandra Hejmo, 416-598-3412"
Orde Day Care Satellite (St. Patrick Street),132 St Patrick St (Dundas / University)Ward: Spadina-Fort York,"Phone:Indrani Sabessar, 416-591-0040"
Oriole Nursery School,1570 Yonge St (St. Clair W. / Yonge)Ward: Toronto-St. Paul's,"Phone:Heather Brown, 416-960-1293"
Our Lady Of Fatima YMCA,3176 St Clair Ave E (St Clair/Pharmacy)Ward: Scarborough Southwest,"Phone:Jennifer Armstrong, 416-288-0997"
Our Lady Of Grace YMCA Child Care Centre (YMCA),121 Brimwood Blvd (Finch / McCowan)Ward: Scarborough North,"Phone:Amy Chang, 416-293-7326"
Our Lady Of Peace School Age Program (YMCA),70 Mattice Ave (Kipling / Burnhamthorpe)Ward: Etobicoke Centre,"Phone:Irene Grobelny, 647-281-4410"
Our Lady Of Sorrows School Age YMCA,32 Montgomery Rd (Royal York / Bloor)Ward: Etobicoke-Lakeshore,"Phone:Carla Larivera, 416-305-6633"
Our Lady Of Victory School Age YMCA,70 Guestville AveWard: York South-Weston,"Phone:Rockey Persaud, 437-225-8035"
